ds,y
2010-06-15,3.48
2010-06-16,3.64
2010-06-17,3.56
2010-06-18,3.68
2010-06-19,3.36
2010-06-20,3.16
2010-06-21,3.44
2010-06-22,3.56
2010-06-23,3.3200000000000003
2010-06-24,3.6
2010-06-25,3.48
2010-06-26,3.44
2010-06-27,3.56
2010-06-28,3.4
2010-06-29,3.56
2010-06-30,3.64
2010-07-01,3.5700000000000003
2010-07-02,3.6400000000000006
2010-07-03,3.8500000000000005
2010-07-04,4.0600000000000005
2010-07-05,3.9200000000000004
2010-07-06,4.760000000000001
2010-07-07,4.0600000000000005
2010-07-08,4.62
2010-07-09,4.41
2010-07-10,4.69
2010-07-11,5.180000000000001
2010-07-12,4.62
2010-07-13,4.48
2010-07-14,4.550000000000001
2010-07-15,4.69
2010-07-16,4.970000000000001
2010-07-17,5.180000000000001
2010-07-18,5.040000000000001
2010-07-19,4.970000000000001
2010-07-20,4.970000000000001
2010-07-21,5.180000000000001
2010-07-22,5.11
2010-07-23,5.32
2010-07-24,5.53
2010-07-25,5.95
2010-07-26,5.6000000000000005
2010-07-27,6.090000000000001
2010-07-28,6.44
2010-07-29,6.44
2010-07-30,6.510000000000001
2010-07-31,7.000000000000001
2010-08-01,4.96
2010-08-02,4.96
2010-08-03,5.76
2010-08-04,5.44
2010-08-05,4.96
2010-08-06,5.6000000000000005
2010-08-07,7.36
2010-08-08,10.24
2010-08-09,9.6
2010-08-10,6.72
2010-08-11,6.4
2010-08-12,7.84
2010-08-13,9.76
2010-08-14,10.72
2010-08-15,13.92
2010-08-16,8.96
2010-08-17,8.64
2010-08-18,7.04
2010-08-19,7.36
2010-08-20,8.0
2010-08-21,11.52
2010-08-22,15.040000000000001
2010-08-23,9.120000000000001
2010-08-24,7.68
2010-08-25,6.4
2010-08-26,8.0
2010-08-27,9.28
2010-08-28,12.16
2010-08-29,16.0
2010-08-30,10.24
2010-08-31,8.32
2010-09-01,5.61
2010-09-02,6.6000000000000005
2010-09-03,8.58
2010-09-04,8.25
2010-09-05,9.9
2010-09-06,7.92
2010-09-07,8.58
2010-09-08,10.23
2010-09-09,15.180000000000001
2010-09-10,15.84
2010-09-11,8.58
2010-09-12,32.01
2010-09-13,16.830000000000002
2010-09-14,13.860000000000001
2010-09-15,7.590000000000001
2010-09-16,8.91
2010-09-17,8.58
2010-09-18,8.25
2010-09-19,33.0
2010-09-20,14.190000000000001
2010-09-21,12.21
2010-09-22,6.930000000000001
2010-09-23,7.590000000000001
2010-09-24,7.590000000000001
2010-09-25,7.260000000000001
2010-09-26,29.700000000000003
2010-09-27,13.860000000000001
2010-09-28,12.21
2010-09-29,6.6000000000000005
2010-09-30,6.930000000000001
2010-10-01,7.539999999999999
2010-10-02,7.249999999999999
2010-10-03,28.13
2010-10-04,15.079999999999998
2010-10-05,11.02
2010-10-06,7.829999999999999
2010-10-07,7.249999999999999
2010-10-08,7.539999999999999
2010-10-09,7.249999999999999
2010-10-10,26.389999999999997
2010-10-11,13.34
2010-10-12,11.889999999999999
2010-10-13,6.67
2010-10-14,6.67
2010-10-15,6.67
2010-10-16,6.67
2010-10-17,28.999999999999996
2010-10-18,13.34
2010-10-19,10.149999999999999
2010-10-20,7.539999999999999
2010-10-21,6.959999999999999
2010-10-22,6.959999999999999
2010-10-23,6.959999999999999
2010-10-24,26.68
2010-10-25,13.919999999999998
2010-10-26,12.18
2010-10-27,6.67
2010-10-28,6.38
2010-10-29,6.67
2010-10-30,6.38
2010-10-31,24.65
2010-11-01,18.91
2010-11-02,13.95
2010-11-03,8.99
2010-11-04,9.3
2010-11-05,10.23
2010-11-06,8.99
2010-11-07,30.07
2010-11-08,20.77
2010-11-09,14.26
2010-11-10,9.61
2010-11-11,11.16
2010-11-12,13.02
2010-11-13,8.37
2010-11-14,29.14
2010-11-15,21.08
2010-11-16,18.91
2010-11-17,9.61
2010-11-18,11.78
2010-11-19,14.26
2010-11-20,9.92
2010-11-21,31.0
2010-11-22,20.77
2010-11-23,13.95
2010-11-24,11.16
2010-11-25,20.77
2010-11-26,17.05
2010-11-27,9.61
2010-11-28,28.21
2010-11-29,19.84
2010-11-30,14.26
2010-12-01,8.16
2010-12-02,9.520000000000001
2010-12-03,10.88
2010-12-04,7.140000000000001
2010-12-05,24.48
2010-12-06,17.0
2010-12-07,14.620000000000001
2010-12-08,8.84
2010-12-09,9.860000000000001
2010-12-10,10.540000000000001
2010-12-11,7.82
2010-12-12,27.200000000000003
2010-12-13,18.360000000000003
2010-12-14,15.64
2010-12-15,8.84
2010-12-16,9.860000000000001
2010-12-17,10.88
2010-12-18,8.5
2010-12-19,27.540000000000003
2010-12-20,19.040000000000003
2010-12-21,13.600000000000001
2010-12-22,9.180000000000001
2010-12-23,9.860000000000001
2010-12-24,12.24
2010-12-25,12.24
2010-12-26,34.0
2010-12-27,18.360000000000003
2010-12-28,16.66
2010-12-29,16.66
2010-12-30,10.200000000000001
2010-12-31,9.520000000000001
2011-01-01,8.28
2011-01-02,27.72
2011-01-03,25.2
2011-01-04,11.16
2011-01-05,8.64
2011-01-06,9.719999999999999
2011-01-07,11.16
2011-01-08,21.96
2011-01-09,36.0
2011-01-10,15.12
2011-01-11,9.0
2011-01-12,6.84
2011-01-13,7.56
2011-01-14,9.36
2011-01-15,21.96
2011-01-16,35.64
2011-01-17,14.399999999999999
2011-01-18,7.199999999999999
2011-01-19,6.84
2011-01-20,6.84
2011-01-21,7.56
2011-01-22,13.32
2011-01-23,28.799999999999997
2011-01-24,15.84
2011-01-25,5.76
2011-01-26,5.04
2011-01-27,4.68
2011-01-28,4.68
2011-01-29,5.04
2011-01-30,6.84
2011-01-31,6.84
2011-02-01,3.64
2011-02-02,3.25
2011-02-03,3.5100000000000002
2011-02-04,3.77
2011-02-05,4.42
2011-02-06,10.530000000000001
2011-02-07,13.0
2011-02-08,3.9000000000000004
2011-02-09,3.12
2011-02-10,2.8600000000000003
2011-02-11,2.6
2011-02-12,2.08
2011-02-13,2.08
2011-02-14,2.08
2011-02-15,2.21
2011-02-16,2.34
2011-02-17,2.08
2011-02-18,2.08
2011-02-19,1.69
2011-02-20,1.9500000000000002
2011-02-21,1.82
2011-02-22,2.08
2011-02-23,2.21
2011-02-24,2.34
2011-02-25,2.34
2011-02-26,2.47
2011-02-27,3.38
2011-02-28,3.5100000000000002
2011-03-01,6.640000000000001
2011-03-02,6.4
2011-03-03,6.32
2011-03-04,5.84
2011-03-05,4.48
2011-03-06,3.92
2011-03-07,4.24
2011-03-08,4.16
2011-03-09,4.32
2011-03-10,4.64
2011-03-11,5.5200000000000005
2011-03-12,8.0
2011-03-13,4.08
2011-03-14,3.7600000000000002
2011-03-15,3.92
2011-03-16,3.84
2011-03-17,3.36
2011-03-18,3.2
2011-03-19,3.2
2011-03-20,3.36
2011-03-21,3.6
2011-03-22,3.6
2011-03-23,4.0
2011-03-24,4.24
2011-03-25,3.36
2011-03-26,3.36
2011-03-27,3.2800000000000002
2011-03-28,3.44
2011-03-29,3.6
2011-03-30,3.44
2011-03-31,3.52
2011-04-01,1.05
2011-04-02,0.8999999999999999
2011-04-03,1.05
2011-04-04,0.8999999999999999
2011-04-05,1.05
2011-04-06,1.05
2011-04-07,1.05
2011-04-08,1.05
2011-04-09,1.05
2011-04-10,1.2
2011-04-11,1.2
2011-04-12,1.2
2011-04-13,1.3499999999999999
2011-04-14,1.2
2011-04-15,1.2
2011-04-16,1.2
2011-04-17,1.2
2011-04-18,1.3499999999999999
2011-04-19,1.7999999999999998
2011-04-20,2.25
2011-04-21,1.95
2011-04-22,1.7999999999999998
2011-04-23,1.65
2011-04-24,1.7999999999999998
2011-04-25,2.4
2011-04-26,2.4
2011-04-27,2.6999999999999997
2011-04-28,5.55
2011-04-29,15.0
2011-04-30,11.7
2011-05-01,7.000000000000001
2011-05-02,3.3600000000000003
2011-05-03,2.24
2011-05-04,1.7500000000000002
2011-05-05,1.6800000000000002
2011-05-06,1.33
2011-05-07,1.33
2011-05-08,1.1900000000000002
2011-05-09,1.1900000000000002
2011-05-10,1.12
2011-05-11,1.12
2011-05-12,1.1900000000000002
2011-05-13,1.12
2011-05-14,1.05
2011-05-15,1.12
2011-05-16,1.2600000000000002
2011-05-17,1.12
2011-05-18,1.05
2011-05-19,0.9800000000000001
2011-05-20,0.9800000000000001
2011-05-21,1.05
2011-05-22,0.9800000000000001
2011-05-23,1.05
2011-05-24,0.9800000000000001
2011-05-25,1.05
2011-05-26,0.9100000000000001
2011-05-27,0.9100000000000001
2011-05-28,0.9800000000000001
2011-05-29,0.9100000000000001
2011-05-30,0.9100000000000001
2011-05-31,1.05
2011-06-01,3.8000000000000003
2011-06-02,3.95
2011-06-03,4.25
2011-06-04,4.0
2011-06-05,4.2
2011-06-06,3.8000000000000003
2011-06-07,4.2
2011-06-08,4.3
2011-06-09,3.85
2011-06-10,4.0
2011-06-11,4.3
2011-06-12,5.0
2011-06-13,4.55
2011-06-14,4.5
2011-06-15,3.9000000000000004
2011-06-16,4.25
2011-06-17,4.15
2011-06-18,4.5
2011-06-19,4.3500000000000005
2011-06-20,4.05
2011-06-21,4.2
2011-06-22,4.45
2011-06-23,4.4
2011-06-24,4.25
2011-06-25,4.7
2011-06-26,4.3
2011-06-27,4.65
2011-06-28,4.25
2011-06-29,4.2
2011-06-30,4.7
2011-07-01,2.5
2011-07-02,2.4000000000000004
2011-07-03,2.1
2011-07-04,2.4000000000000004
2011-07-05,2.2
2011-07-06,2.5
2011-07-07,2.5
2011-07-08,2.7
2011-07-09,2.5
2011-07-10,2.4000000000000004
2011-07-11,2.5
2011-07-12,2.7
2011-07-13,2.4000000000000004
2011-07-14,2.4000000000000004
2011-07-15,3.0
2011-07-16,3.1
2011-07-17,2.7
2011-07-18,3.1
2011-07-19,3.6
2011-07-20,4.0
2011-07-21,4.3
2011-07-22,5.1000000000000005
2011-07-23,3.5
2011-07-24,3.8000000000000003
2011-07-25,7.5
2011-07-26,9.1
2011-07-27,9.1
2011-07-28,9.600000000000001
2011-07-29,10.0
2011-07-30,9.1
2011-07-31,8.5
2011-08-01,9.88
2011-08-02,9.69
2011-08-03,9.120000000000001
2011-08-04,8.55
2011-08-05,7.98
2011-08-06,8.36
2011-08-07,10.45
2011-08-08,8.55
2011-08-09,8.55
2011-08-10,8.74
2011-08-11,13.68
2011-08-12,17.86
2011-08-13,16.53
2011-08-14,16.15
2011-08-15,9.88
2011-08-16,9.5
2011-08-17,8.17
2011-08-18,9.88
2011-08-19,11.97
2011-08-20,14.25
2011-08-21,17.1
2011-08-22,14.06
2011-08-23,10.45
2011-08-24,8.74
2011-08-25,8.93
2011-08-26,10.83
2011-08-27,13.49
2011-08-28,19.0
2011-08-29,12.92
2011-08-30,11.4
2011-08-31,10.07
2011-09-01,6.800000000000001
2011-09-02,8.5
2011-09-03,8.16
2011-09-04,10.200000000000001
2011-09-05,7.82
2011-09-06,8.5
2011-09-07,9.860000000000001
2011-09-08,14.280000000000001
2011-09-09,14.96
2011-09-10,9.180000000000001
2011-09-11,32.64
2011-09-12,16.66
2011-09-13,15.98
2011-09-14,8.16
2011-09-15,8.16
2011-09-16,8.16
2011-09-17,8.16
2011-09-18,34.0
2011-09-19,14.280000000000001
2011-09-20,9.860000000000001
2011-09-21,7.140000000000001
2011-09-22,7.48
2011-09-23,7.48
2011-09-24,7.140000000000001
2011-09-25,30.26
2011-09-26,13.940000000000001
2011-09-27,11.22
2011-09-28,6.460000000000001
2011-09-29,6.800000000000001
2011-09-30,7.140000000000001
2011-10-01,8.32
2011-10-02,32.0
2011-10-03,15.040000000000001
2011-10-04,10.56
2011-10-05,7.04
2011-10-06,7.04
2011-10-07,7.04
2011-10-08,7.36
2011-10-09,27.84
2011-10-10,14.4
2011-10-11,12.16
2011-10-12,7.68
2011-10-13,7.68
2011-10-14,7.04
2011-10-15,7.04
2011-10-16,30.72
2011-10-17,13.76
2011-10-18,10.56
2011-10-19,7.04
2011-10-20,6.4
2011-10-21,7.04
2011-10-22,7.04
2011-10-23,26.560000000000002
2011-10-24,13.76
2011-10-25,9.92
2011-10-26,6.4
2011-10-27,6.08
2011-10-28,6.4
2011-10-29,6.72
2011-10-30,24.96
2011-10-31,13.120000000000001
2011-11-01,12.870000000000001
2011-11-02,8.25
2011-11-03,8.25
2011-11-04,8.58
2011-11-05,8.58
2011-11-06,33.0
2011-11-07,21.12
2011-11-08,14.850000000000001
2011-11-09,9.24
2011-11-10,10.56
2011-11-11,12.870000000000001
2011-11-12,7.92
2011-11-13,31.35
2011-11-14,20.130000000000003
2011-11-15,14.520000000000001
2011-11-16,8.91
2011-11-17,10.23
2011-11-18,15.180000000000001
2011-11-19,8.58
2011-11-20,30.69
2011-11-21,19.14
2011-11-22,14.850000000000001
2011-11-23,11.22
2011-11-24,23.43
2011-11-25,20.790000000000003
2011-11-26,9.57
2011-11-27,28.71
2011-11-28,20.130000000000003
2011-11-29,15.180000000000001
2011-11-30,9.24
2011-12-01,9.1
2011-12-02,10.5
2011-12-03,7.35
2011-12-04,28.0
2011-12-05,17.15
2011-12-06,10.5
2011-12-07,8.049999999999999
2011-12-08,9.1
2011-12-09,10.5
2011-12-10,7.35
2011-12-11,26.95
2011-12-12,20.299999999999997
2011-12-13,11.549999999999999
2011-12-14,8.399999999999999
2011-12-15,9.799999999999999
2011-12-16,10.85
2011-12-17,9.45
2011-12-18,35.0
2011-12-19,19.599999999999998
2011-12-20,14.7
2011-12-21,8.399999999999999
2011-12-22,10.149999999999999
2011-12-23,12.6
2011-12-24,30.45
2011-12-25,21.7
2011-12-26,16.799999999999997
2011-12-27,15.049999999999999
2011-12-28,9.45
2011-12-29,9.1
2011-12-30,9.1
2011-12-31,10.5
2012-01-01,25.9
2012-01-02,22.57
2012-01-03,10.36
2012-01-04,7.4
2012-01-05,6.66
2012-01-06,7.77
2012-01-07,17.39
2012-01-08,29.6
2012-01-09,15.91
2012-01-10,7.03
2012-01-11,5.92
2012-01-12,6.66
2012-01-13,8.14
2012-01-14,21.83
2012-01-15,37.0
2012-01-16,13.32
2012-01-17,6.29
2012-01-18,5.55
2012-01-19,5.18
2012-01-20,6.29
2012-01-21,11.1
2012-01-22,25.9
2012-01-23,17.39
2012-01-24,4.81
2012-01-25,4.07
2012-01-26,3.7
2012-01-27,3.7
2012-01-28,4.07
2012-01-29,5.55
2012-01-30,5.55
2012-01-31,3.7
2012-02-01,3.12
2012-02-02,3.38
2012-02-03,3.77
2012-02-04,4.42
2012-02-05,11.96
2012-02-06,13.0
2012-02-07,4.16
2012-02-08,3.38
2012-02-09,2.73
2012-02-10,2.6
2012-02-11,2.6
2012-02-12,2.47
2012-02-13,2.21
2012-02-14,2.08
2012-02-15,2.21
2012-02-16,2.21
2012-02-17,2.08
2012-02-18,2.08
2012-02-19,2.21
2012-02-20,2.08
2012-02-21,2.34
2012-02-22,2.47
2012-02-23,2.6
2012-02-24,2.73
2012-02-25,2.73
2012-02-26,3.5100000000000002
2012-02-27,3.25
2012-02-28,3.25
2012-02-29,2.73
2012-03-01,5.88
2012-03-02,5.64
2012-03-03,5.3999999999999995
2012-03-04,5.279999999999999
2012-03-05,5.76
2012-03-06,5.64
2012-03-07,7.56
2012-03-08,6.6
2012-03-09,6.359999999999999
2012-03-10,8.4
2012-03-11,7.199999999999999
2012-03-12,6.6
2012-03-13,10.08
2012-03-14,12.0
2012-03-15,9.6
2012-03-16,8.28
2012-03-17,7.4399999999999995
2012-03-18,7.92
2012-03-19,10.68
2012-03-20,9.719999999999999
2012-03-21,11.76
2012-03-22,10.08
2012-03-23,7.8
2012-03-24,6.96
2012-03-25,6.96
2012-03-26,6.84
2012-03-27,6.84
2012-03-28,7.68
2012-03-29,7.199999999999999
2012-03-30,6.84
2012-03-31,6.4799999999999995
2012-04-01,2.73
2012-04-02,2.94
2012-04-03,7.9799999999999995
2012-04-04,5.25
2012-04-05,3.36
2012-04-06,2.73
2012-04-07,2.52
2012-04-08,2.52
2012-04-09,2.31
2012-04-10,2.31
2012-04-11,2.31
2012-04-12,2.31
2012-04-13,2.31
2012-04-14,2.31
2012-04-15,2.31
2012-04-16,2.52
2012-04-17,3.57
2012-04-18,3.9899999999999998
2012-04-19,2.94
2012-04-20,2.73
2012-04-21,2.94
2012-04-22,2.94
2012-04-23,3.15
2012-04-24,3.15
2012-04-25,4.41
2012-04-26,9.24
2012-04-27,21.0
2012-04-28,18.689999999999998
2012-04-29,8.82
2012-04-30,5.04
2012-05-01,7.000000000000001
2012-05-02,6.44
2012-05-03,5.8100000000000005
2012-05-04,4.48
2012-05-05,3.8500000000000005
2012-05-06,3.5000000000000004
2012-05-07,3.9200000000000004
2012-05-08,3.5700000000000003
2012-05-09,3.7100000000000004
2012-05-10,3.9200000000000004
2012-05-11,3.8500000000000005
2012-05-12,3.3600000000000003
2012-05-13,3.2900000000000005
2012-05-14,3.43
2012-05-15,3.22
2012-05-16,3.1500000000000004
2012-05-17,3.2900000000000005
2012-05-18,2.8000000000000003
2012-05-19,2.5900000000000003
2012-05-20,2.5200000000000005
2012-05-21,2.8000000000000003
2012-05-22,2.9400000000000004
2012-05-23,3.08
2012-05-24,3.08
2012-05-25,2.5200000000000005
2012-05-26,2.66
2012-05-27,2.5200000000000005
2012-05-28,2.3800000000000003
2012-05-29,2.3800000000000003
2012-05-30,2.87
2012-05-31,2.87
2012-06-01,4.08
2012-06-02,4.08
2012-06-03,4.26
2012-06-04,4.38
2012-06-05,4.74
2012-06-06,4.74
2012-06-07,5.34
2012-06-08,4.14
2012-06-09,4.26
2012-06-10,4.08
2012-06-11,4.02
2012-06-12,4.38
2012-06-13,4.38
2012-06-14,4.56
2012-06-15,4.2
2012-06-16,4.02
2012-06-17,4.26
2012-06-18,4.5
2012-06-19,4.26
2012-06-20,4.38
2012-06-21,4.9799999999999995
2012-06-22,4.56
2012-06-23,4.26
2012-06-24,3.84
2012-06-25,4.38
2012-06-26,4.38
2012-06-27,4.62
2012-06-28,6.0
2012-06-29,4.74
2012-06-30,4.26
2012-07-01,3.3600000000000003
2012-07-02,3.7100000000000004
2012-07-03,3.8500000000000005
2012-07-04,3.43
2012-07-05,3.6400000000000006
2012-07-06,3.99
2012-07-07,4.130000000000001
2012-07-08,4.340000000000001
2012-07-09,4.130000000000001
2012-07-10,4.41
2012-07-11,4.69
2012-07-12,5.040000000000001
2012-07-13,4.69
2012-07-14,4.2700000000000005
2012-07-15,4.48
2012-07-16,4.760000000000001
2012-07-17,5.11
2012-07-18,4.760000000000001
2012-07-19,5.11
2012-07-20,4.41
2012-07-21,4.130000000000001
2012-07-22,4.760000000000001
2012-07-23,5.180000000000001
2012-07-24,5.460000000000001
2012-07-25,5.390000000000001
2012-07-26,5.880000000000001
2012-07-27,5.880000000000001
2012-07-28,5.32
2012-07-29,6.44
2012-07-30,6.16
2012-07-31,7.000000000000001
2012-08-01,5.13
2012-08-02,5.13
2012-08-03,5.32
2012-08-04,6.2700000000000005
2012-08-05,10.45
2012-08-06,9.88
2012-08-07,6.46
2012-08-08,6.46
2012-08-09,10.83
2012-08-10,14.25
2012-08-11,11.78
2012-08-12,11.21
2012-08-13,8.36
2012-08-14,9.120000000000001
2012-08-15,7.98
2012-08-16,7.6
2012-08-17,10.64
2012-08-18,14.25
2012-08-19,16.53
2012-08-20,11.4
2012-08-21,9.88
2012-08-22,7.98
2012-08-23,9.120000000000001
2012-08-24,11.02
2012-08-25,16.34
2012-08-26,19.0
2012-08-27,14.44
2012-08-28,10.83
2012-08-29,11.4
2012-08-30,13.68
2012-08-31,15.77
2012-09-01,11.040000000000001
2012-09-02,12.88
2012-09-03,10.120000000000001
2012-09-04,12.42
2012-09-05,18.86
2012-09-06,19.78
2012-09-07,10.120000000000001
2012-09-08,10.58
2012-09-09,46.0
2012-09-10,24.380000000000003
2012-09-11,17.94
2012-09-12,10.58
2012-09-13,14.26
2012-09-14,17.94
2012-09-15,9.200000000000001
2012-09-16,40.02
2012-09-17,19.78
2012-09-18,16.1
2012-09-19,10.58
2012-09-20,12.42
2012-09-21,14.72
2012-09-22,10.120000000000001
2012-09-23,36.800000000000004
2012-09-24,22.540000000000003
2012-09-25,26.68
2012-09-26,12.88
2012-09-27,15.64
2012-09-28,15.180000000000001
2012-09-29,8.74
2012-09-30,35.42
2012-10-01,19.61
2012-10-02,15.91
2012-10-03,9.99
2012-10-04,12.58
2012-10-05,13.32
2012-10-06,8.51
2012-10-07,37.0
2012-10-08,19.61
2012-10-09,17.02
2012-10-10,9.62
2012-10-11,11.47
2012-10-12,12.209999999999999
2012-10-13,8.14
2012-10-14,35.519999999999996
2012-10-15,19.24
2012-10-16,14.43
2012-10-17,8.879999999999999
2012-10-18,10.73
2012-10-19,12.95
2012-10-20,8.14
2012-10-21,33.3
2012-10-22,18.87
2012-10-23,13.69
2012-10-24,8.879999999999999
2012-10-25,10.36
2012-10-26,11.84
2012-10-27,8.14
2012-10-28,32.93
2012-10-29,16.65
2012-10-30,11.84
2012-10-31,8.879999999999999
2012-11-01,12.25
2012-11-02,12.25
2012-11-03,9.1
2012-11-04,35.0
2012-11-05,23.45
2012-11-06,14.35
2012-11-07,8.049999999999999
2012-11-08,10.149999999999999
2012-11-09,11.2
2012-11-10,8.049999999999999
2012-11-11,32.9
2012-11-12,23.099999999999998
2012-11-13,15.049999999999999
2012-11-14,8.75
2012-11-15,10.85
2012-11-16,11.549999999999999
2012-11-17,8.049999999999999
2012-11-18,32.55
2012-11-19,22.049999999999997
2012-11-20,16.799999999999997
2012-11-21,11.549999999999999
2012-11-22,25.2
2012-11-23,18.549999999999997
2012-11-24,10.149999999999999
2012-11-25,31.15
2012-11-26,22.049999999999997
2012-11-27,14.0
2012-11-28,9.45
2012-11-29,11.2
2012-11-30,14.35
2012-12-01,9.459999999999999
2012-12-02,30.099999999999998
2012-12-03,19.35
2012-12-04,14.62
2012-12-05,8.17
2012-12-06,9.459999999999999
2012-12-07,11.61
2012-12-08,8.17
2012-12-09,29.669999999999998
2012-12-10,20.64
2012-12-11,15.049999999999999
2012-12-12,9.03
2012-12-13,9.459999999999999
2012-12-14,10.75
2012-12-15,7.74
2012-12-16,31.39
2012-12-17,25.8
2012-12-18,13.33
2012-12-19,8.6
2012-12-20,9.03
2012-12-21,9.03
2012-12-22,9.89
2012-12-23,41.28
2012-12-24,28.81
2012-12-25,11.61
2012-12-26,9.03
2012-12-27,9.89
2012-12-28,9.459999999999999
2012-12-29,10.32
2012-12-30,39.56
2012-12-31,43.0
2013-01-01,9.719999999999999
2013-01-02,7.92
2013-01-03,6.4799999999999995
2013-01-04,7.56
2013-01-05,16.56
2013-01-06,28.799999999999997
2013-01-07,11.52
2013-01-08,6.4799999999999995
2013-01-09,5.3999999999999995
2013-01-10,5.3999999999999995
2013-01-11,6.12
2013-01-12,17.28
2013-01-13,36.0
2013-01-14,10.799999999999999
2013-01-15,5.04
2013-01-16,5.3999999999999995
2013-01-17,5.04
2013-01-18,5.3999999999999995
2013-01-19,9.719999999999999
2013-01-20,23.4
2013-01-21,14.04
2013-01-22,4.32
2013-01-23,3.5999999999999996
2013-01-24,3.5999999999999996
2013-01-25,3.2399999999999998
2013-01-26,3.2399999999999998
2013-01-27,4.68
2013-01-28,4.68
2013-01-29,3.2399999999999998
2013-01-30,3.2399999999999998
2013-01-31,3.2399999999999998
2013-02-01,3.3
2013-02-02,4.35
2013-02-03,11.1
2013-02-04,15.0
2013-02-05,4.05
2013-02-06,3.15
2013-02-07,2.85
2013-02-08,2.55
2013-02-09,2.4
2013-02-10,2.4
2013-02-11,2.25
2013-02-12,2.1
2013-02-13,1.95
2013-02-14,1.95
2013-02-15,1.95
2013-02-16,1.7999999999999998
2013-02-17,2.1
2013-02-18,2.1
2013-02-19,2.25
2013-02-20,2.1
2013-02-21,2.1
2013-02-22,2.25
2013-02-23,2.6999999999999997
2013-02-24,3.4499999999999997
2013-02-25,3.3
2013-02-26,3.3
2013-02-27,3.0
2013-02-28,2.6999999999999997
2013-03-01,5.3999999999999995
2013-03-02,5.3999999999999995
2013-03-03,5.04
2013-03-04,5.279999999999999
2013-03-05,5.279999999999999
2013-03-06,5.16
2013-03-07,4.8
2013-03-08,4.92
2013-03-09,5.16
2013-03-10,5.16
2013-03-11,6.72
2013-03-12,10.2
2013-03-13,12.0
2013-03-14,10.68
2013-03-15,9.48
2013-03-16,8.4
2013-03-17,7.08
2013-03-18,7.08
2013-03-19,6.84
2013-03-20,6.6
2013-03-21,6.4799999999999995
2013-03-22,5.64
2013-03-23,5.3999999999999995
2013-03-24,5.3999999999999995
2013-03-25,5.52
2013-03-26,5.64
2013-03-27,6.12
2013-03-28,5.76
2013-03-29,5.88
2013-03-30,5.88
2013-03-31,5.88
2013-04-01,1.6
2013-04-02,1.6
2013-04-03,1.6
2013-04-04,1.6
2013-04-05,1.6
2013-04-06,1.6
2013-04-07,1.6
2013-04-08,1.4000000000000001
2013-04-09,1.6
2013-04-10,1.6
2013-04-11,1.6
2013-04-12,1.6
2013-04-13,1.6
2013-04-14,1.6
2013-04-15,1.6
2013-04-16,1.8
2013-04-17,1.8
2013-04-18,2.4000000000000004
2013-04-19,3.0
2013-04-20,2.0
2013-04-21,2.2
2013-04-22,2.6
2013-04-23,2.8000000000000003
2013-04-24,3.4000000000000004
2013-04-25,7.2
2013-04-26,20.0
2013-04-27,15.4
2013-04-28,7.0
2013-04-29,3.6
2013-04-30,2.4000000000000004
2013-05-01,7.000000000000001
2013-05-02,5.53
2013-05-03,5.390000000000001
2013-05-04,4.83
2013-05-05,4.83
2013-05-06,4.550000000000001
2013-05-07,4.2700000000000005
2013-05-08,4.48
2013-05-09,4.130000000000001
2013-05-10,4.2700000000000005
2013-05-11,3.9200000000000004
2013-05-12,4.0600000000000005
2013-05-13,3.99
2013-05-14,4.0600000000000005
2013-05-15,3.7800000000000002
2013-05-16,3.7100000000000004
2013-05-17,4.0600000000000005
2013-05-18,3.5000000000000004
2013-05-19,3.6400000000000006
2013-05-20,3.6400000000000006
2013-05-21,3.7800000000000002
2013-05-22,3.9200000000000004
2013-05-23,3.7100000000000004
2013-05-24,3.6400000000000006
2013-05-25,3.3600000000000003
2013-05-26,3.2900000000000005
2013-05-27,3.08
2013-05-28,3.6400000000000006
2013-05-29,3.5700000000000003
2013-05-30,3.5700000000000003
2013-05-31,3.5700000000000003
2013-06-01,3.84
2013-06-02,3.9
2013-06-03,3.7199999999999998
2013-06-04,3.96
2013-06-05,3.96
2013-06-06,3.84
2013-06-07,4.32
2013-06-08,3.54
2013-06-09,3.84
2013-06-10,4.32
2013-06-11,4.56
2013-06-12,4.02
2013-06-13,4.02
2013-06-14,4.2
2013-06-15,3.7199999999999998
2013-06-16,3.7199999999999998
2013-06-17,3.7199999999999998
2013-06-18,3.78
2013-06-19,4.26
2013-06-20,4.14
2013-06-21,5.1
2013-06-22,4.26
2013-06-23,4.26
2013-06-24,4.2
2013-06-25,4.32
2013-06-26,5.76
2013-06-27,6.0
2013-06-28,5.88
2013-06-29,5.279999999999999
2013-06-30,5.1
2013-07-01,5.04
2013-07-02,4.8
2013-07-03,4.48
2013-07-04,4.16
2013-07-05,4.24
2013-07-06,4.48
2013-07-07,4.64
2013-07-08,4.5600000000000005
2013-07-09,4.88
2013-07-10,4.5600000000000005
2013-07-11,4.8
2013-07-12,4.8
2013-07-13,4.8
2013-07-14,4.8
2013-07-15,5.2
2013-07-16,5.2
2013-07-17,5.36
2013-07-18,5.28
2013-07-19,4.96
2013-07-20,5.44
2013-07-21,5.92
2013-07-22,6.08
2013-07-23,6.16
2013-07-24,6.0
2013-07-25,6.48
2013-07-26,6.640000000000001
2013-07-27,6.88
2013-07-28,8.0
2013-07-29,7.36
2013-07-30,7.76
2013-07-31,7.84
2013-08-01,5.800000000000001
